1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-7.74921e-13 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -9.29372e-13
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
1.08382e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 1.24094e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-1.39539e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -1.54984e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
1.70696e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 1.85874e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-2.01586e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -2.16765e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
2.32476e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 2.48188e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-2.63366e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -2.79078e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
2.94257e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 3.09968e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-3.25147e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -3.41391e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
3.5657e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 3.71749e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
1.44189 0.413456
1.42658 0.463525
1.40954 0.51303
1.39078 0.56191
1.37032 0.610105
1.34819 0.657557
1.32442 0.704207
1.29904 0.75
1.27207 0.794879
1.24356 0.838789
1.21353 0.881678
1.18202 0.923492
1.14907 0.964181
1.11472 1.0037
1.07901 1.04199
1.04199 1.07901
1.0037 1.11472
0.964181 1.14907
0.923492 1.18202
0.881678 1.21353
0.838789 1.24356
0.794879 1.27207
0.75 1.29904
0.704207 1.32442
0.657557 1.34819
0.610105 1.37032
0.56191 1.39078
0.51303 1.40954
0.463525 1.42658
0.413456 1.44189
0.362883 1.45544
0.311868 1.46722
0.260472 1.47721
0.20876 1.4854
0.156793 1.49178
0.104635 1.49635
0.0523492 1.49909
-3.87993e-12 1.5
-0.0523492 1.49909
-0.104635 1.49635
-0.156793 1.49178
-0.20876 1.4854
-0.260472 1.47721
-0.311868 1.46722
-0.362883 1.45544
-0.413456 1.44189
-0.463525 1.42658
-0.51303 1.40954
-0.56191 1.39078
-0.610105 1.37032
-0.657557 1.34819
-0.704207 1.32442
-0.75 1.29904
-0.794879 1.27207
-0.838789 1.24356
-0.881678 1.21353
-0.923492 1.18202
-0.964181 1.14907
-1.0037 1.11472
-1.04199 1.07901
-1.07901 1.04199
-1.11472 1.0037
-1.14907 0.964181
-1.18202 0.923492
-1.21353 0.881678
-1.24356 0.838789
-1.27207 0.794879
-1.29904 0.75
-1.32442 0.704207
-1.34819 0.657557
-1.37032 0.610105
-1.39078 0.56191
-1.40954 0.51303
-1.42658 0.463525
-1.44189 0.413456
-1.45544 0.362883
-1.46722 0.311868
-1.47721 0.260472
-1.4854 0.20876
-1.49178 0.156793
-1.49635 0.104635
-1.49909 0.0523492
-1.5 -4.03172e-12
-1.49909 -0.0523492
-1.49635 -0.104635
-1.49178 -0.156793
-1.4854 -0.20876
-1.47721 -0.260472
-1.46722 -0.311868
-1.45544 -0.362883
-1.44189 -0.413456
-1.42658 -0.463525
-1.40954 -0.51303
-1.39078 -0.56191
-1.37032 -0.610105
-1.34819 -0.657557
-1.32442 -0.704207
-1.29904 -0.75
-1.27207 -0.794879
-1.24356 -0.838789
-1.21353 -0.881678
-1.18202 -0.923492
-1.14907 -0.964181
-1.11472 -1.0037
-1.07901 -1.04199
-1.04199 -1.07901
-1.0037 -1.11472
-0.964181 -1.14907
-0.923492 -1.18202
-0.881678 -1.21353
-0.838789 -1.24356
-0.794879 -1.27207
-0.75 -1.29904
-0.704207 -1.32442
-0.657557 -1.34819
-0.610105 -1.37032
-0.56191 -1.39078
-0.51303 -1.40954
-0.463525 -1.42658
-0.413456 -1.44189
-0.362883 -1.45544
-0.311868 -1.46722
-0.260472 -1.47721
-0.20876 -1.4854
-0.156793 -1.49178
-0.104635 -1.49635
-0.0523492 -1.49909
4.1835e-12 -1.5
0.0523492 -1.49909
0.104635 -1.49635
0.156793 -1.49178
0.20876 -1.4854
0.260472 -1.47721
0.311868 -1.46722
0.362883 -1.45544
0.413456 -1.44189
0.463525 -1.42658
0.51303 -1.40954
0.56191 -1.39078
0.610105 -1.37032
0.657557 -1.34819
0.704207 -1.32442
0.75 -1.29904
0.794879 -1.27207
0.838789 -1.24356
0.881678 -1.21353
0.923492 -1.18202
0.964181 -1.14907
1.0037 -1.11472
1.04199 -1.07901
1.07901 -1.04199
1.11472 -1.0037
1.14907 -0.964181
1.18202 -0.923492
1.21353 -0.881678
1.24356 -0.838789
1.27207 -0.794879
1.29904 -0.75
1.32442 -0.704207
1.34819 -0.657557
1.37032 -0.610105
1.39078 -0.56191
1.40954 -0.51303
1.42658 -0.463525
1.44189 -0.413456
1.45544 -0.362883
1.46722 -0.311868
1.47721 -0.260472
1.4854 -0.20876
1.49178 -0.156793
1.49635 -0.104635
1.49909 -0.0523492
1.5 4.33529e-12
1.49909 0.0523492
1.49635 0.104635
1.49178 0.156793
1.4854 0.20876
1.47721 0.260472
1.46722 0.311868
1.45544 0.362883
